IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
15266,C,F,2,0,Bachiller,Administrativo,1,2,0-1 KM,Pacífico,1,68,40000
15267,C,F,2,0,Bachiller,Administrativo,0,2,0-1 KM,Pacífico,1,67,40000
15268,S,F,2,0,Grado Universitario,Administrativo,1,1,5-10 KM,Pacífico,1,61,60000
15269,C,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,33,40000
15270,S,F,0,0,Formación Profesional,Obrero,0,2,1-2 KM,Norte América,0,33,40000
15271,S,M,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,33,40000
15272,S,M,0,0,Formación Profesional,Obrero,0,2,1-2 KM,Norte América,0,33,40000
15273,S,M,0,0,ESO,Obrero,1,1,5-10 KM,Norte América,0,33,40000
15274,S,M,0,0,ESO,Obrero,1,1,5-10 KM,Norte América,0,33,40000
15275,C,M,0,0,ESO,Obrero,1,1,5-10 KM,Norte América,0,33,40000
15276,S,F,0,0,ESO,Obrero,0,1,1-2 KM,Norte América,1,30,30000
15277,S,F,0,0,ESO,Obrero,0,1,1-2 KM,Norte América,0,35,30000
15278,S,M,0,0,ESO,Obrero,1,1,5-10 KM,Norte América,0,30,30000
15279,S,M,0,0,ESO,Obrero,0,1,1-2 KM,Norte América,0,35,30000
15280,S,F,0,0,Bachiller,Administrativo,0,1,1-2 KM,Norte América,1,41,80000
15281,S,M,0,1,Grado Universitario,Administrativo,1,1,10+ KM,Norte América,0,42,110000
15282,C,F,4,3,Bachiller,Administrativo,1,0,1-2 KM,Norte América,0,46,80000
15283,S,M,0,0,Grado Universitario,Obrero,0,0,1-2 KM,Norte América,1,37,40000
15284,S,M,0,0,Grado Universitario,Obrero,0,0,1-2 KM,Norte América,1,32,40000
15285,S,F,0,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,0,32,40000
15286,C,M,0,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,0,36,50000
15287,S,F,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,36,50000
15288,C,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,37,50000
15289,C,F,1,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,32,40000
15290,C,M,1,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,1,32,50000
15291,S,F,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,32,60000
15292,S,F,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,38,60000
15293,C,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,33,60000
15294,C,M,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,38,60000
15295,C,M,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,39,60000
15296,C,F,1,1,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,0,38,60000
15297,C,F,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,38,60000
15298,C,M,1,1,Bachiller,Obrero,1,0,0-1 KM,Norte América,0,32,50000
15299,C,M,1,1,Bachiller,Obrero,1,0,0-1 KM,Norte América,0,31,50000
15300,C,M,1,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,0,37,60000
15301,S,F,1,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,38,60000
15302,S,F,1,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,37,70000
15303,S,F,4,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,65,70000
15304,C,F,5,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,65,70000
15305,S,F,5,0,Bachiller,Administrativo,1,3,2-5 KM,Norte América,0,64,70000
15306,C,F,4,0,Bachiller,Administrativo,1,2,2-5 KM,Norte América,0,64,60000
15307,C,F,4,0,Bachiller,Administrativo,1,2,2-5 KM,Norte América,0,59,60000
15308,C,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,53,60000
15309,C,M,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,64,60000
15310,C,F,4,0,Bachiller,Administrativo,1,2,2-5 KM,Norte América,0,64,60000
15311,C,M,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,59,60000
15312,C,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,64,60000
15313,C,M,4,0,Bachiller,Administrativo,1,2,2-5 KM,Norte América,0,63,60000
15314,S,M,5,0,Bachiller,Administrativo,1,3,10+ KM,Norte América,1,63,60000
15315,C,F,4,1,Bachiller,Administrativo,0,1,1-2 KM,Norte América,0,63,70000
15316,C,F,5,0,Bachiller,Administrativo,1,3,2-5 KM,Norte América,0,62,60000
15317,C,F,5,0,Bachiller,Administrativo,1,3,2-5 KM,Norte América,0,57,60000
15318,C,F,2,1,Bachiller,Administrativo,1,0,2-5 KM,Norte América,0,62,60000
15319,C,F,4,1,Bachiller,Administrativo,0,1,1-2 KM,Norte América,0,63,70000
15320,C,M,4,1,Bachiller,Administrativo,1,1,10+ KM,Norte América,1,46,70000
15321,C,M,5,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,62,80000
15322,C,M,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,1,57,80000
15323,C,M,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,1,62,40000
15324,C,F,2,1,Formación Profesional,Profesional,0,2,2-5 KM,Norte América,0,61,40000
15325,C,M,2,1,ESO,Profesional,1,1,2-5 KM,Norte América,1,56,60000
15326,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,0,56,60000
15327,S,F,2,1,Bachiller,Administrativo,1,0,10+ KM,Norte América,0,61,60000
15328,C,M,4,1,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,61,70000
15329,S,F,4,1,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,61,70000
15330,S,F,2,1,ESO,Profesional,0,2,2-5 KM,Norte América,0,60,60000
15331,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,0,55,60000
15332,C,M,2,1,ESO,Profesional,1,2,10+ KM,Norte América,0,55,60000
15333,C,F,2,1,Bachiller,Administrativo,1,0,2-5 KM,Norte América,1,60,60000
15334,S,F,2,1,FP en curso,Obrero,1,2,10+ KM,Norte América,1,59,40000
15335,S,F,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,0,60,60000
15336,C,M,2,1,ESO,Profesional,1,1,2-5 KM,Norte América,0,59,60000
15337,C,F,2,1,ESO,Profesional,1,1,10+ KM,Norte América,1,54,60000
15338,C,F,2,1,ESO,Profesional,1,1,10+ KM,Norte América,1,59,60000
15339,C,M,2,1,ESO,Profesional,1,1,10+ KM,Norte América,1,59,60000
15340,C,F,2,1,FP en curso,Obrero,1,3,10+ KM,Norte América,0,58,40000
15341,C,F,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,58,60000
15342,C,F,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,58,60000
15343,C,M,2,1,ESO,Profesional,1,2,10+ KM,Norte América,1,58,60000
15344,C,M,4,2,ESO,Profesional,1,1,1-2 KM,Norte América,0,59,70000
15345,C,F,4,2,ESO,Profesional,0,2,2-5 KM,Norte América,1,58,70000
15346,S,M,4,2,ESO,Profesional,1,2,10+ KM,Norte América,1,59,70000
15347,C,F,3,1,Formación Profesional,Profesional,1,2,2-5 KM,Norte América,1,57,60000
15348,S,M,4,2,ESO,Profesional,1,2,10+ KM,Norte América,1,57,70000
15349,C,F,4,2,ESO,Profesional,1,2,10+ KM,Norte América,1,51,70000
15350,C,F,4,2,ESO,Profesional,0,2,2-5 KM,Norte América,1,52,70000
15351,C,M,5,2,ESO,Profesional,1,2,10+ KM,Norte América,1,57,70000
15352,S,M,2,3,Bachiller,Administrativo,0,4,0-1 KM,Europa,0,51,130000
15353,S,F,2,3,ESO,Profesional,0,4,0-1 KM,Europa,0,51,160000
15354,C,M,3,3,Bachiller,Administrativo,1,3,0-1 KM,Europa,1,53,170000
15355,C,F,2,3,ESO,Profesional,1,4,2-5 KM,Europa,0,54,100000
15356,C,F,3,4,FP en curso,Profesional,1,4,10+ KM,Europa,0,54,120000
15357,C,M,2,4,FP en curso,Profesional,1,4,5-10 KM,Europa,1,48,120000
15358,S,F,3,0,Grado Universitario,Administrativo,1,1,5-10 KM,Norte América,0,78,90000
15359,C,M,4,0,Grado Universitario,Administrativo,1,2,0-1 KM,Norte América,0,76,70000
15360,C,M,1,2,Grado Universitario,Administrativo,1,1,1-2 KM,Norte América,0,76,110000
15361,S,M,0,0,Grado Universitario,Administrativo,0,4,0-1 KM,Norte América,0,76,160000
15362,C,F,4,4,ESO,Profesional,1,3,2-5 KM,Norte América,1,38,90000
15363,C,M,4,4,ESO,Profesional,1,3,0-1 KM,Norte América,1,45,90000
15364,S,M,5,5,ESO,Profesional,1,3,2-5 KM,Norte América,1,45,90000
15365,C,F,3,2,Bachiller,Administrativo,1,4,2-5 KM,Norte América,1,38,120000
15366,C,F,1,1,Grado Universitario,Administrativo,1,4,0-1 KM,Norte América,0,38,130000
15367,S,F,0,0,ESO,Profesional,0,1,10+ KM,Norte América,1,46,90000
15368,C,F,3,2,Bachiller,Administrativo,1,4,2-5 KM,Norte América,0,46,110000
15369,C,M,3,2,ESO,Profesional,1,0,5-10 KM,Norte América,1,48,70000
15370,C,F,4,3,ESO,Profesional,0,0,0-1 KM,Norte América,0,53,70000
15371,C,M,3,0,ESO,Profesional,0,2,0-1 KM,Norte América,1,54,80000
15372,C,M,3,0,ESO,Profesional,0,2,2-5 KM,Norte América,1,48,80000
15373,C,F,2,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,75,60000
15374,C,F,4,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,1,75,70000
15375,S,F,4,0,Grado Universitario,Administrativo,1,2,2-5 KM,Norte América,0,75,80000
15376,S,F,4,3,ESO,Profesional,0,2,0-1 KM,Norte América,0,41,80000
15377,S,F,4,3,ESO,Profesional,1,2,2-5 KM,Norte América,0,46,80000
15378,C,M,4,3,ESO,Profesional,1,2,2-5 KM,Norte América,0,47,80000
15379,C,F,3,2,Bachiller,Administrativo,1,4,1-2 KM,Norte América,1,46,130000
15380,C,M,1,2,ESO,Profesional,1,3,5-10 KM,Norte América,1,47,100000
15381,C,F,1,2,ESO,Profesional,1,3,1-2 KM,Norte América,0,47,100000
15382,C,F,1,3,Bachiller,Administrativo,1,2,1-2 KM,Norte América,0,42,110000
15383,C,M,1,2,Bachiller,Administrativo,1,4,0-1 KM,Norte América,0,47,130000
15384,C,M,5,4,ESO,Profesional,1,3,5-10 KM,Norte América,0,49,80000
15385,C,F,4,3,Formación Profesional,Profesional,1,1,5-10 KM,Norte América,0,43,90000
15386,S,M,4,3,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,0,49,90000
15387,C,M,1,3,ESO,Profesional,1,4,5-10 KM,Norte América,0,49,110000
15388,C,F,1,3,Bachiller,Administrativo,1,1,0-1 KM,Norte América,1,49,130000
15389,S,F,1,3,Bachiller,Administrativo,0,3,0-1 KM,Norte América,1,48,130000
15390,C,M,2,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,0,54,60000
15391,C,F,2,1,Formación Profesional,Profesional,0,1,10+ KM,Norte América,1,49,90000
15392,S,F,2,0,FP en curso,Obrero,0,2,1-2 KM,Norte América,0,55,80000
15393,C,F,2,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,74,60000
15394,C,F,4,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,68,90000
15395,S,M,5,4,ESO,Profesional,1,3,5-10 KM,Norte América,1,49,80000
15396,C,F,3,2,ESO,Profesional,1,4,5-10 KM,Norte América,1,43,100000
15397,C,M,5,3,ESO,Profesional,0,4,2-5 KM,Norte América,0,49,110000
15398,C,M,1,2,ESO,Profesional,1,4,2-5 KM,Norte América,1,49,150000
15399,S,F,2,0,FP en curso,Obrero,1,2,5-10 KM,Norte América,1,55,80000
15400,C,M,2,0,FP en curso,Obrero,0,2,1-2 KM,Norte América,0,55,60000
15401,S,F,2,0,FP en curso,Obrero,1,2,5-10 KM,Norte América,0,55,60000
15402,C,M,2,0,FP en curso,Obrero,0,2,1-2 KM,Norte América,0,55,60000
15403,C,M,2,0,FP en curso,Obrero,0,2,1-2 KM,Norte América,0,50,60000
15404,S,F,3,1,Formación Profesional,Profesional,1,1,5-10 KM,Norte América,1,55,70000
15405,C,M,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,57,70000
15406,S,F,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,56,70000
15407,S,F,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,51,70000
15408,S,F,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,56,70000
15409,C,M,3,0,ESO,Profesional,0,2,5-10 KM,Norte América,1,57,40000
15410,C,F,3,0,ESO,Profesional,0,2,1-2 KM,Norte América,1,57,40000
15411,S,M,4,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,66,70000
15412,C,M,2,3,Grado Universitario,Administrativo,1,3,2-5 KM,Norte América,0,72,130000
15413,C,M,2,3,Bachiller,Administrativo,1,4,0-1 KM,Norte América,0,72,130000
15414,C,M,2,4,Grado Universitario,Administrativo,1,0,5-10 KM,Norte América,0,70,110000
15415,C,F,2,4,Grado Universitario,Administrativo,0,1,2-5 KM,Norte América,0,70,110000
15416,C,M,2,3,Grado Universitario,Administrativo,1,3,1-2 KM,Norte América,0,70,100000
15417,S,M,5,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,63,70000
15418,S,M,4,4,Bachiller,Administrativo,0,2,1-2 KM,Norte América,0,41,90000
15419,S,M,2,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,36,100000
15420,C,M,2,0,Bachiller,Administrativo,1,3,1-2 KM,Norte América,0,41,100000
15421,S,M,3,0,Bachiller,Administrativo,0,3,1-2 KM,Norte América,0,42,100000
15422,C,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,1,30,40000
15423,S,M,0,0,Formación Profesional,Obrero,0,2,5-10 KM,Norte América,0,30,40000
15424,S,F,0,0,ESO,Obrero,0,1,5-10 KM,Norte América,0,30,30000
15425,C,F,5,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,1,60,10000
15426,S,F,5,0,Formación Profesional,Obrero,1,3,5-10 KM,Pacífico,0,66,10000
15427,S,F,0,0,ESO,Obrero,0,1,1-2 KM,Norte América,1,30,60000
15428,C,M,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,1,30,60000
15429,C,M,0,0,ESO,Obrero,0,2,0-1 KM,Norte América,1,30,70000
15430,C,M,0,0,ESO,Obrero,1,1,5-10 KM,Norte América,0,31,40000
15431,C,M,0,0,ESO,Obrero,1,1,5-10 KM,Norte América,0,32,40000
15432,S,M,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,1,31,60000
15433,S,M,0,0,ESO,Obrero,0,2,1-2 KM,Norte América,1,31,60000
15434,C,M,4,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,0,65,20000
15435,S,M,2,0,ESO,Religión,1,2,5-10 KM,Pacífico,1,63,30000
15436,S,F,2,0,ESO,Religión,1,2,5-10 KM,Pacífico,1,63,30000
15437,C,F,4,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,0,62,20000
15438,C,M,2,0,ESO,Religión,0,2,1-2 KM,Pacífico,1,63,30000
15439,C,M,2,1,FP en curso,Religión,1,2,1-2 KM,Pacífico,1,56,10000
15440,C,M,0,0,Grado Universitario,Manual,1,0,0-1 KM,Europa,1,36,10000
15441,C,F,1,0,Grado Universitario,Manual,1,0,0-1 KM,Europa,0,44,10000
15442,C,M,1,0,Grado Universitario,Manual,1,0,0-1 KM,Europa,0,47,10000
15443,C,M,1,0,Grado Universitario,Manual,1,0,0-1 KM,Europa,0,48,10000
15444,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,48,20000
15445,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,47,20000
15446,S,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,43,20000
15447,C,F,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,48,20000
15448,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,48,20000
15449,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,75,30000
15450,C,M,1,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,0,73,10000
15451,C,F,4,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,47,30000
15452,C,F,1,0,Bachiller,Manual,1,0,0-1 KM,Europa,0,51,10000
15453,C,F,1,0,Bachiller,Manual,1,0,0-1 KM,Europa,1,46,20000
15454,C,M,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,54,20000
15455,S,F,2,0,ESO,Manual,1,1,0-1 KM,Europa,1,69,10000
15456,S,M,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,69,20000
15457,C,F,1,0,ESO,Manual,1,0,0-1 KM,Europa,1,69,20000
15458,C,F,1,0,ESO,Manual,1,0,0-1 KM,Europa,0,62,20000
15459,C,F,1,0,ESO,Manual,1,0,0-1 KM,Europa,0,67,20000
15460,C,F,1,0,ESO,Manual,1,0,0-1 KM,Europa,1,62,20000
15461,C,M,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,0,67,30000
15462,C,M,3,0,ESO,Manual,1,1,0-1 KM,Europa,1,66,10000
15463,S,M,3,0,ESO,Manual,1,1,1-2 KM,Europa,1,66,10000
15464,C,F,0,0,ESO,Manual,0,1,0-1 KM,Pacífico,0,29,10000
15465,C,F,0,0,ESO,Manual,0,1,0-1 KM,Pacífico,0,29,10000
15466,C,M,1,1,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,40,50000
15467,C,M,1,1,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,39,50000
15468,C,F,1,1,Bachiller,Obrero,1,1,0-1 KM,Norte América,0,39,50000
15469,C,M,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,33,60000
15470,C,F,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,34,60000
15471,S,F,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,41,50000
15472,S,F,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,34,50000
15473,S,F,2,2,Bachiller,Obrero,0,0,0-1 KM,Norte América,1,40,50000
15474,C,M,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,40,50000
15475,S,F,2,2,Bachiller,Obrero,1,0,0-1 KM,Norte América,1,34,50000
15476,S,F,1,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,40,60000
15477,S,M,1,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,40,60000
15478,C,F,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,38,60000
15479,C,F,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,38,60000
15480,C,F,2,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,38,70000
15481,S,F,2,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,33,70000
15482,C,F,2,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,39,70000
15483,C,F,3,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,38,70000
15484,C,M,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,38,80000
15485,C,F,1,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,40,60000
15486,C,M,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,40,60000
15487,S,M,1,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,40,60000
15488,C,M,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,41,60000
15489,S,F,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,41,60000
15490,S,F,2,2,Bachiller,Obrero,0,0,0-1 KM,Norte América,1,42,70000
15491,S,F,2,2,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,36,70000
15492,S,F,2,2,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,30,70000
15493,C,M,2,2,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,36,70000
15494,S,F,2,2,Bachiller,Obrero,0,1,0-1 KM,Norte América,0,41,70000
15495,C,M,5,5,Formación Profesional,Obrero,1,2,2-5 KM,Norte América,0,42,40000
15496,S,F,5,5,Formación Profesional,Obrero,1,2,2-5 KM,Norte América,0,42,40000
15497,C,F,0,0,Bachiller,Profesional,0,1,0-1 KM,Norte América,1,43,40000
15498,C,F,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,40,60000
15499,C,M,3,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,39,70000
15500,C,M,4,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,40,70000
15501,C,M,4,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,39,70000
15502,S,M,0,0,Bachiller,Profesional,0,1,2-5 KM,Norte América,1,36,40000
15503,S,F,2,2,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,37,50000
15504,S,M,2,2,Bachiller,Obrero,0,1,0-1 KM,Norte América,0,42,50000
15505,S,F,2,2,Bachiller,Obrero,0,1,0-1 KM,Norte América,0,43,50000
15506,S,M,0,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,33,60000
15507,C,F,0,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,43,60000
15508,C,F,0,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,43,60000
15509,C,M,0,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,44,60000
15510,C,M,5,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,0,37,70000
15511,C,F,2,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,41,60000
15512,C,M,5,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,40,70000
15513,S,F,5,5,Grado Universitario,Profesional,1,2,2-5 KM,Norte América,0,40,70000
15514,S,F,5,5,Grado Universitario,Profesional,1,2,2-5 KM,Norte América,0,40,70000
15515,C,M,5,5,Grado Universitario,Profesional,1,2,2-5 KM,Norte América,0,40,70000
15516,C,M,5,5,Grado Universitario,Profesional,1,2,2-5 KM,Norte América,0,34,70000
15517,S,M,3,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,35,80000
15518,C,M,3,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,40,80000
15519,C,F,4,0,FP en curso,Religión,0,2,0-1 KM,Norte América,0,88,10000
15520,S,F,0,0,Bachiller,Profesional,0,1,0-1 KM,Norte América,1,44,40000
15521,S,F,3,3,Bachiller,Obrero,1,3,10+ KM,Norte América,1,39,80000
15522,C,M,0,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,39,60000
15523,S,M,0,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,46,40000
15524,C,M,4,4,Bachiller,Obrero,1,2,2-5 KM,Norte América,0,40,50000
15525,S,F,4,4,Bachiller,Obrero,1,3,5-10 KM,Norte América,1,40,50000
15526,S,F,4,2,Bachiller,Obrero,0,2,0-1 KM,Norte América,0,45,50000
15527,S,F,4,2,Bachiller,Obrero,0,2,0-1 KM,Norte América,1,45,50000
15528,C,M,4,2,Bachiller,Profesional,1,2,2-5 KM,Norte América,1,35,60000
15529,C,M,4,2,Bachiller,Profesional,1,2,2-5 KM,Norte América,1,46,60000
15530,S,F,4,2,Bachiller,Profesional,0,2,0-1 KM,Norte América,1,46,60000
15531,C,M,4,2,Bachiller,Profesional,1,2,2-5 KM,Norte América,1,46,60000
15532,S,M,4,2,Bachiller,Profesional,1,2,2-5 KM,Norte América,1,47,60000
15533,S,F,0,0,Bachiller,Profesional,0,1,0-1 KM,Norte América,0,36,70000
15534,S,M,4,2,Bachiller,Profesional,1,2,2-5 KM,Norte América,1,46,70000
15535,C,M,4,2,Bachiller,Profesional,1,2,2-5 KM,Norte América,1,46,70000
15536,C,F,3,2,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,41,60000
15537,C,F,3,2,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,47,60000
15538,S,M,3,2,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,1,46,60000
15539,S,M,1,0,Bachiller,Profesional,0,1,2-5 KM,Norte América,0,48,70000
15540,S,M,1,0,Bachiller,Profesional,0,1,0-1 KM,Norte América,1,42,70000
15541,S,F,1,0,Bachiller,Profesional,0,1,2-5 KM,Norte América,0,47,70000
15542,S,F,1,0,Bachiller,Profesional,0,1,0-1 KM,Norte América,1,42,70000
15543,S,F,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,0,48,70000
15544,C,M,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,0,47,70000
15545,C,F,4,3,Formación Profesional,Obrero,1,2,0-1 KM,Norte América,0,43,40000
15546,C,M,4,3,Formación Profesional,Obrero,1,3,10+ KM,Norte América,0,48,40000
15547,C,F,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,48,60000
15548,C,F,4,2,Formación Profesional,Obrero,1,2,2-5 KM,Norte América,1,49,40000
15549,S,M,0,0,ESO,Obrero,0,1,2-5 KM,Norte América,1,42,50000
15550,S,M,0,0,ESO,Obrero,0,1,0-1 KM,Norte América,0,37,50000
15551,S,F,0,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,42,50000
15552,S,M,0,0,ESO,Obrero,0,1,2-5 KM,Norte América,1,42,50000
15553,S,M,0,0,Grado Universitario,Profesional,0,1,0-1 KM,Norte América,1,42,60000
15554,S,F,0,0,Grado Universitario,Profesional,0,1,0-1 KM,Norte América,1,42,60000
15555,C,F,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,49,60000
15556,C,M,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,38,60000
15557,C,M,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,49,60000
15558,C,F,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,49,60000
15559,C,M,5,4,Bachiller,Profesional,1,1,2-5 KM,Norte América,0,45,60000
15560,C,F,5,4,Bachiller,Profesional,1,1,2-5 KM,Norte América,0,51,60000
15561,S,M,4,3,Bachiller,Profesional,1,0,2-5 KM,Norte América,1,45,60000
15562,S,F,4,3,Bachiller,Profesional,1,0,2-5 KM,Norte América,1,39,60000
15563,C,M,4,3,Bachiller,Profesional,1,0,0-1 KM,Norte América,0,45,60000
15564,C,M,4,3,Bachiller,Profesional,0,1,0-1 KM,Norte América,0,45,60000
15565,S,M,2,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,1,51,70000
15566,C,M,2,0,Grado Universitario,Profesional,1,1,0-1 KM,Norte América,1,45,70000
15567,C,F,4,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,50,80000
15568,C,M,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,52,80000
15569,C,F,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,41,80000
15570,S,F,3,2,Bachiller,Profesional,0,1,0-1 KM,Norte América,1,40,60000
15571,S,M,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,0,40,60000
15572,C,F,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,0,52,60000
15573,S,M,5,4,Bachiller,Profesional,0,2,0-1 KM,Norte América,0,46,70000
